1,004828685887|0,001000|0,001000|0,001000|0,001000|0,001000
1,004829685887|||||
1,004830685887|||||
1,004831685887|||||
1,004832685887|||||
1,004833685887|||||
1,004834685887|||||
1,004835685887|||||
1,004836685887|||||
1,004837685887|||||
1,004838685887|||||
1,004840685887|0,0020000000||0,002000||0,002000
1,004843685887|0,0030000000||0,003000||0,003000
1,004847685887|0,0040000000||0,004000||0,004000
1,004852685887|0,0050000000||0,005000||0,005000
1,004858685887|0,0060000000||0,006000||0,006000
1,004865685887|0,0070000000||0,007000||0,007000
1,004873685887|0,0080000000||0,008000||0,008000
1,004882685887|0,0090000000||0,009000||0,009000
1,004892685887|0,0100000000||0,010000||0,010000
1,004903685887|0,0110000000||0,0110000||0,0110000
1,004915785887|0,0121000000|0,00110000|0,01210000|0,00110000|0,01210000
1,004929095887|0,0133100000|0,001210000|0,013310000|0,001210000|0,013310000
1,004943736887|0,0146410000|0,0013310000|0,0146410000|0,0013310000|0,0146410000
1,004959841987|0,0161051000|0,0014641000|0,0161051000|0,0014641000|0,0161051000
1,004977557597|0,0177156100|0,0016105100|0,0177156100|0,0016105100|0,0177156100
1,004997044768|0,0194871710|0,0017715610|0,0194871710|0,0017715610|0,0194871710
1,005018480656|0,0214358881|0,0019487171|0,0214358881|0,0019487171|0,0214358881
1,005042060133|0,0235794769|0,0021435888|0,0235794769|0,0021435888|0,0235794769
1,005067997558|0,0259374246|0,0023579477|0,0259374246|0,0023579477|0,0259374246
1,005096528725|0,0285311671|0,0025937425|0,0285311671|0,0025937425|0,0285311671
1,005127913009|0,0313842838|0,0028531167|0,0313842838|0,0028531167|0,0313842838
1,005162435721|0,0345227121|0,0031384284|0,0345227121|0,0031384284|0,0345227121
1,005200410704|0,0379749834|0,0034522712|0,0379749834|0,0034522712|0,0379749834
1,005242183186|0,0417724817|0,0037974983|0,0417724817|0,0037974983|0,0417724817
1,005288132916|0,0459497299|0,0041772482|0,0459497299|0,0041772482|0,0459497299
1,005338677618|0,0505447028|0,0045949730|0,0505447028|0,0045949730|0,0505447028
1,005394276792|0,0555991731|0,0050544703|0,0555991731|0,0050544703|0,0555991731
1,005338677618||0,0045949730||0,0045949730|
1,005156716688|0,0606536434|0,0050544703|0,0606536434|0,0050544703|0,0606536434
1,005217370332||0,0045949730||0,0045949730|
1,005283078445|0,0657081137|0,0050544703|0,0657081137|0,0050544703|0,0657081137
1,005354346476|0,0712680310|0,0055599173|0,0712680310|0,0055599173|0,0712680310
1,005431730416|0,0773839401|0,0061159090|0,0773839401|0,0061159090|0,0773839401
1,005515841856|0,0841114400|0,0067274999|0,0841114400|0,0067274999|0,0841114400
1,005607353546|0,0915116900|0,0074002499|0,0915116900|0,0074002499|0,0915116900
1,005707005511|0,0996519649|0,0081402749|0,0996519649|0,0081402749|0,0996519649
1,005815611779|0,1086062673|0,0089543024|0,1086062673|0,0089543024|0,1086062673
1,005934067779|0,1184560000|0,0098497327|0,1184560000|0,0098497327|0,1184560000
1,006063358485|0,1292907059|0,0108347059|0,1292907059|0,0108347059|0,1292907059
1,006204567367|0,1412088825|0,0119181765|0,1412088825|0,0119181765|0,1412088825
1,006358886244|0,1543188767|0,0131099942|0,1543188767|0,0131099942|0,1543188767
1,006527626114|0,1687398703|0,0144209936|0,1687398703|0,0144209936|0,1687398703
1,006712229077|0,1846029633|0,0158630930|0,1846029633|0,0158630930|0,1846029633
1,006914281443|0,2020523655|0,0174494023|0,2020523655|0,0174494023|0,2020523655
1,007135528151|0,2212467080|0,0191943425|0,2212467080|0,0191943425|0,2212467080
1,007377888636|0,2423604848|0,0211137767|0,2423604848|0,0211137767|0,2423604848
1,007643474275|0,2655856392|0,0232251544|0,2655856392|0,0232251544|0,2655856392
1,007934607584|0,2911333091|0,0255476699|0,2911333091|0,0255476699|0,2911333091
